"","merged_taxon","total_read","HR04_01","HR04_02","HR04_03","HR04_04","HR07_01","HR07_02","HR07_03","HR07_04","IS01_01","IS01_02","IS01_03","IS01_04","IS02_01","IS02_02","IS02_03","IS02_04","KH01_01","KH01_02","KH01_03","KH01_04","KH02_01","KH02_02","KH02_03","KH02_04","KH03_01","KH03_02","KH03_03","KH03_04","KH05_01","KH05_02","KH05_03","KH07_01","KH07_02","KH07_04","KH08_04","KH09_01","KH09_02","KH09_03","KH09_04","KH10_01","KH10_02","KH10_03","KH10_04","KV01_01","KV01_02","KV01_03","KV01_04","NC01_01","NC01_02","NC01_03","NC01_04","NS01_01","NS01_02","NS01_03","NS01_04","NS02_02","NS02_03","NS02_04","NS04_01","NS04_02","NS04_03","NS04_04","NS06_01","NS06_02","NS06_03","NS06_04","NS10_01","NS10_02","NS10_03","NS10_04","NS12_01","NS12_02","NS12_03","NS12_04","NS38_01","NS38_02","NS38_03","NS38_04","NS43_01","NS43_02","NS43_03","NS43_04","NS45_01","NS45_02","NS45_03","NS45_04","NS47_04"
"65","Monothalamea;ENFOR2_XX_sp",12724,0,8,1,25,19,0,0,31,0,5,0,3,0,2,0,333,0,0,0,164,0,0,0,1388,0,0,0,1155,0,0,0,0,0,32,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,7,39,4,1,43,121,0,79,344,8349,0,134,147,51,0,21,3,0,0,0,0,10,45,0,154,0,0,0,0,0,0
"66","Monothalamea;ENFOR3_XX_sp",10793,0,0,0,73,0,0,0,26,1,0,0,0,0,0,0,161,0,0,5,173,0,0,0,235,0,0,24,822,0,0,0,0,0,569,642,0,0,0,2611,0,0,2,387,0,0,0,165,0,0,0,551,0,0,0,512,0,0,30,0,0,0,387,0,0,0,49,0,0,0,402,0,0,9,65,0,0,160,890,0,0,79,982,0,0,73,250,458
"67","Monothalamea;ENFOR5_XX_sp",4560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,577,0,0,0,245,0,0,0,0,0,454,981,0,0,0,519,0,0,0,0,0,0,0,1,0,0,1,226,0,0,0,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,184,0,0,0,1197,0,0,0,61,67
"68","Monothalamea;ENFOR6_XX_sp",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Monothalamea;ENFOR7_XX_sp",3166,0,1,0,163,1,0,0,249,0,0,0,33,0,0,26,119,0,0,0,238,0,0,0,0,0,0,0,17,0,0,0,0,0,11,1,0,0,0,21,0,0,4,168,0,0,26,172,0,0,0,202,0,0,0,106,0,10,67,0,0,0,13,0,0,80,133,0,0,0,195,0,0,0,485,0,0,0,17,0,0,0,46,0,0,0,128,434
"70","Monothalamea;ENFOR8_XX_sp",137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Monothalamea;ENFOR9_XX_sp",1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,9,0,0,0,0,4,0,0,0,660,485,0,0,0,0,0,0,14,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,1,515,0
"72","Monothalamea;ENFOR_XX_sp",819,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,9,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,115,0,0,1,278,0,0,61,215,0
"73","Monothalamea;Flexammina_islandica",21,12,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Monothalamea;Gloiogullmia_sp",2298,0,0,4,5,4,1,4,0,0,109,3,7,0,21,347,1,6,0,12,4,0,0,3,0,0,0,949,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,17,1,0,0,0,21,0,0,0,152,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,255,53,0,0,184,52,22
"75","Monothalamea;Hippocrepina_indivisa",181,3,5,3,8,1,2,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,118,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Monothalamea;Hippocrepinella_alba",803,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,423,0,0,7,3,0,0,106,18,0,0,0,2,0
"77","Monothalamea;Hippocrepinella_hirudinea",868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,23,0,0,0,0,0,0,666,48,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Monothalamea;Hippocrepinella_sp",95242,247,184,117,466,188,38,84,1031,11940,1714,159,300,0,1318,34,2,26,53,9,36,0,1,1131,1043,0,2,10910,1536,0,1,2,0,0,471,1180,0,8,0,1337,0,2,6,416,0,0,28,398,1,0,25,28,0,0,897,868,0,1,1147,71,37,1159,815,3,5121,7192,3733,0,5993,13585,1494,0,904,380,597,0,1,2741,1715,2,6,2769,4289,6,7,1695,1246,296
"79","Monothalamea;ICEMON_5_sp",8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Monothalamea;Leannia_sp",606,0,0,0,14,0,0,0,1,0,0,0,3,0,0,0,314,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,112,0,0,0,18,0,0,0,19,0,0,5,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,2,0,0,0,7,0,0,0,64,4
"81","Monothalamea;Limaxia_alba",202689,22582,19,6,39,21552,27,28,20,221,0,34,22,0,192,61,2,17,2,0,1,0,1,6,3,50,0,2,2,98,12,394,0,0,6,38,2,13,0,0,4,2,8,4,8,57,2,65,0,4,90,0,0,32,1165,17,577,426,207,138,138,312,387,71,512,1373,265,0,2047,0,142,80012,6278,60961,47,0,0,562,30,0,5,407,29,0,0,835,18,0
"82","Monothalamea;Limaxia_sp",4890,72,86,15,19,34,29,33,20,400,57,8,9,0,290,16,1,0,1,13,34,0,0,5,9,1,0,338,0,95,0,584,0,0,0,4,0,0,0,0,3,15,4,5,0,0,15,24,0,0,151,1,0,0,0,160,0,0,49,0,7,5,41,0,0,2,0,0,0,1387,61,0,67,0,16,0,0,316,12,0,0,275,12,0,0,29,37,23
"83","Monothalamea;Micrometula_sp",316235,7856,53413,11696,3029,1089,51506,51385,3869,0,7027,71878,8229,3125,1528,2147,91,3363,0,20,733,105,3,0,19,0,7,7,76,181,0,0,1,0,44,23,0,0,0,18,104,0,0,400,371,4,13500,287,64,169,275,108,2,0,0,9,0,0,2559,2,0,33,792,0,448,273,12974,0,76,3,9,0,0,1,1237,0,0,15,2,0,0,26,0,0,0,0,7,17
"84","Monothalamea;Monothalamea_XXX_ICEMON_3",653,356,1,1,2,206,3,1,7,0,33,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"85","Monothalamea;Monothalamea_XXX_sp",79062,0,31,10,1723,52,0,4,673,0,30,10,1688,0,147,134,70,0,3,12,493,0,1,0,399,0,0,90,10122,215,0,29,0,0,80,975,0,0,0,28,7,10,41,314,0,3,11,2141,0,3,28,1280,0,0,0,718,0,47,5575,0,0,30,13375,0,0,373,8143,0,77,36,3363,0,0,35,5660,0,0,50,915,1,0,0,1881,0,0,10,2127,15789
"86","Monothalamea;Nemogullmia_sp",8048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,205,0,0,3,229,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,720,0,0,126,0,0,0,0,2,0,0,28,26,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,729,289,0,0,3203,2348,0,0,52,22,0
"87","Monothalamea;Nujappikia_idaliae",1680,39,0,0,0,28,0,0,0,0,650,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,24,201,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Monothalamea;Pelosina_sp",1214,17,62,139,18,10,0,0,91,0,9,2,42,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,367,2,2,0,16,0,0,0,0,8,0,0,3,0,0,0,62,0,40,82,56,0,0,0,20,0,0,43,27,0,0,0,1,0,0,0,0,0,0,29,12,0
"89","Monothalamea;Pilulina_argentea",101,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Monothalamea;Psammophaga_magnetica",2319,0,5,13,21,0,19,40,22,0,0,0,281,0,0,0,156,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,33,0,0,950,0,0,3,28,0,0,74,59,0,0,6,67,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Monothalamea;Psammophaga_sp",115265,1,31,86,9016,0,33,52,1821,0,0,0,20753,42708,3,0,7979,8,0,0,1710,0,0,0,17,0,0,0,5,0,0,0,0,0,8,58,0,0,0,13,0,68,109,33,175,0,0,1629,17,3,1,12,0,0,1,405,0,8,10484,2,0,69,2233,0,1800,3556,739,0,138,56,2874,0,1,14,6287,0,0,16,18,0,0,0,19,0,0,0,96,100
"92","Monothalamea;Psammosphaera_like_sp",1473,6,32,11,27,0,0,0,36,0,20,3,13,970,5,4,4,0,0,0,14,0,0,0,17,0,0,0,2,73,0,0,0,0,0,0,0,0,0,1,0,0,0,3,11,0,177,3,0,0,0,2,0,0,0,6,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,5,1,0,0,0,1
"93","Monothalamea;Pseudoconqueria_lenticularis",42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"94","Monothalamea;Shepheardellidae_X_sp",3973,0,0,4,24,0,0,0,6,0,0,0,32,0,64,14,76,0,0,3,59,0,0,513,0,0,0,1,71,0,2,20,0,0,24,45,0,0,0,114,6,3,14,73,0,0,4,114,0,0,25,10,0,0,143,21,0,0,116,0,0,0,0,0,630,0,0,0,0,0,220,0,0,5,0,0,0,122,419,0,0,0,808,0,0,4,148,16
"95","Monothalamea;Toxisarcon_sp",61912,17,8,5,34,6,4,17,232,248,1899,17,0,0,758,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9291,0,1,0,0,26079,22408,497,0,58,43,4,0,220,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"96","Monothalamea;Vanhoeffenella_sp",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Monothalamea;Vellaria_pellucidus",21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Monothalamea;Vellaria_sp",143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
"99","Tubothalamea;",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,0,0,0
"100","Tubothalamea;Pyrgo_elongata",3474,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,1,2642,0,0,0,115,0,0,0,0,4,7,2,0,9,2,0,0,0,77,8,0,0,66,7,0,1,16,0,463
"101","Tubothalamea;Quinqueloculina_seminula",350,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
